RRN,Same as RRN,Male ID (parser),Scientific Name,Track Number,Start Time,BLANK,BLANK,Recordist ,BLANK,BLANK,BLANK,BLANK,Day,Month,Year,BLANK,BLANK,Country,State,County,BLANK,BLANK,City,Location,Latitude,Longitude,BLANK,#Song,# Males,#Females,Other species in the background,Notes,Parser's notes,Parser,Associated files
JS-20120515-1045-M6,,M674,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,15,May,2012,,,United States of America,California,Monterey County ,,,Carmel-By-The-Sea,26484 Carmello St,36.5394,-121.928213,,15,,,,"near Scenic Rd, near Carmello River Beach State Park Wetlands Reserve, at a traffic circle",,,
JS-20120515-1048-M7,,M675,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,15,May,2012,,,United States of America,California,Monterey County ,,,Carmel-By-The-Sea,26236 Deloras St,36.542807,-121.922487,,6,,,,"pinned on map, one of Mundinger's original spots, measure distance",,,
JS-20120516-1002-M1,,M676,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,360 Locust Ave,36.853216,-121.407609,,36,,,,near 4th St,,,
JS-20120516-1003-M1,JS-20120516-1002-M1,M676,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,360 Locust Ave,36.853216,-121.407609,,11,,,,near 4th St,,,
JS-20120516-1004-M2,,M677,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,747 7th St,36.84924,-121.41074,,6,,,,"near Convent Alley, near M1, perimeter of Sacred Heart Elementary School",,,
JS-20120516-1007-M3,,M678,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,pinned on map,36.849911,-121.406192,,3,,,,"Dunne Memorial Park, courtship dance and singing, might've picked up some of the female's chirps",,,
JS-20120516-1011-M4,,M679,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,90 Locust Ave,36.855778,-121.409615,,5,,,,near W 2nd St,,,
JS-20120516-1012-M5,,M680,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,530 Virginia Dr,36.853985,-121.406247,,29,,,,,,,
JS-20120516-1013-M5,JS-20120516-1012-M5,M680,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,530 Virginia Dr,36.853985,-121.406247,,8,,,,"near West St, Hollister Community Center, Vista Hill Park",,,
JS-20120516-1014-M6,,M681,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,341 Mapleton Ave,36.8534,-121.410241,,1,,,,runs parallel to Freemont Way & Mapleton Ave,Address retrieved from Jackie's notebook,,
JS-20120516-1015-M7,,M682,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,316 Mapleton Ave,36.853768,-121.410868,,5,,,,near Central Ave,,,
JS-20120516-1016-M8,,M683,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,316 Mapleton Ave,36.853768,-121.410868,,2,,,,could be the same as M7,,,
JS-20120516-1019-M9,,M684,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,360 Mapleton Ave,36.853198,-121.410931,,3,,,,"near Fremont Way, not good quality recording, pick between M6-M9",,,
JS-20120516-1022-M10,,M685,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,1134 Sally St,36.843003,-121.400724,,6,,,,near Olive St,,,
JS-20120516-1025-M11,,M686,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,E Park St,36.843433,-121.394566,,10,,,,"near Rancho Dr, near San Jesto Park, Rancho San Jesto Middle School",,,
JS-20120516-1027-M12,,M687,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,119 Palm St,36.841448,-121.401042,,4,,,,Stone Alley off of Pond St: Salley St & Smith Street,Address retrieved from Jackie's notebook,,
JS-20120516-1027-M13,,M688,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,119 Palm St,36.841448,-121.401042,,15,,,,"Stone Alley off of Pond St: Salley St & Smith Street, use M13",Address retrieved from Jackie's notebook,,
JS-20120516-1031-M14,,M689,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,329 Haydon St,36.844557,-121.402865,,3,,,,near San Benito St,,,
JS-20120516-1032-M15,,M690,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,330 Haydon St,36.845174,-121.402869,,4,,,,"near San Benito St, choose between M14 & M15",,,
JS-20120516-1033-M16,,M691,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,pinned on map,36.849977,-121.406789,,3,,,,"center of Dunne Memorial Park, close to M3?",,,
JS-20120516-1035-M17,,M692,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,1080 Powell St,36.841414,-121.408243,,4,,,,near C St,,,
JS-20120516-1037-M18,,M693,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,1071 Powell St,36.841635,-121.407559,,7,,,,"near C St, pick between M17 & M18",,,
JS-20120516-1040-M19,,M694,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,860 C St,36.842107,-121.412323,,14,,,,"near Homestead Ave, by the end of the loop on C St",,,
JS-20120516-1044-M20,,M695,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,860 Brittany Cir,36.841096,-121.412182,,2,,,,near Line St,,,
JS-20120516-1045-M21,,M696,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,1091 Homestead Ave,36.841181,-121.410662,,5,,,,"near C St and Nash Rd, Pick between M19-M21",,,
JS-20120516-1048-M22,,M697,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,pinned on map,36.839103,-121.407609,,8,,,,San Bonito High School,,,
JS-20120516-1052-M23,,M698,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,379 Richardson Dr,36.841672,-121.403734,,21,,,,near Monterey St,,,
JS-20120516-1053-M23,JS-20120516-1052-M23,M698,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,379 Richardson Dr,36.841672,-121.403734,,2,,,,near Monterey St,,,
JS-20120516-1054-M24,,M699,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,1296 West St,36.841079,-121.406303,,1,,,,off D St,,,
JS-20120516-1055-M25,,M700,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,1296 West St,36.841079,-121.406303,,17,,,,"off D St, across the st from San Bonito High School, Choose M25",,,
JS-20120516-1057-M26,,M701,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,1851 Cienega Rd,36.833231,-121.400889,,5,,,,off East View Dr,,,
JS-20120516-1058-M27,,M702,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,1840 Cushman St,36.834903,-121.398717,,7,,,,near East View Dr,,,
JS-20120516-1059-M28,,M703,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,1840 Cushman St,36.834903,-121.398717,,17,,,,near East View Dr,,,
JS-20120516-1061-M29,,M704,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,771 Gia Ct,36.831875,-121.389336,,27,,,,near Alyssa Dr,,,
JS-20120516-1062-M29,JS-20120516-1061-M29,M704,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,San Benito County,,,Hollister,771 Gia Ct,36.831875,-121.389336,,16,,,,near Alyssa Dr,,,
JS-20120516-1064-M1,,M705,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,Santa Clara County,,,Gilroy,pinned on map,36.988924,-121.559641,,23,,,,"Gilroy,  Hilton Garden Inn, Motel 6, same location as Mundinger's original recording",,,
JS-20120516-1067-M2,,M706,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,Santa Clara County,,,Gilroy,pinned on map,36.988924,-121.559478,,3,,,,,,,
JS-20120516-1069-M3,,M707,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,Santa Clara County,,,Gilroy,pinned on map,36.988924,-121.559478,,30,,,,"M1-M3 same spot, use M3",used same pin for M2 and M3,,
JS-20120516-1070-M4,,M708,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,Santa Clara County,,,Gilroy,pinned on map,36.991071,-121.559594,,1,,,,"only courtship songs, near the Mind Body & Paint Shop",,,
JS-20120516-1074-M5,,M709,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,Santa Clara County,,,Gilroy,6469 Barron Pl,36.992682,-121.565081,,6,,,,near Victoria Dr,,,
JS-20120516-1077-M6,,M710,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,Santa Clara County,,,Gilroy,6901 Church St,36.998225,-121.568149,,1,,,,near Southgate Ct,,,
JS-20120516-1079-M7,,M711,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,Santa Clara County,,,Gilroy,7045 Yorktown Dr,36.99641,-121.581034,,2,,,,near Greenwich Dr,,,
JS-20120516-1083-M8,,M712,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,Santa Clara County,,,Gilroy,pinned on map,36.962589,-121.550771,,12,,,,"Close to intersection of Route 101 & 125, at North Hollister or South Gilroy, matches Mundinger's description on original recordings near the winery(1081)",,,
JS-20120516-1084-M9,,M713,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,Santa Clara County,,,Gilroy,pinned on map,36.962589,-121.550771,,4,,,,"mostly incomplete songs, same area as M8",,,
JS-20120516-1087-M10,,M714,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,Santa Clara County,,,Gilroy,pinned on map,36.964713,-121.550925,,7,,,,same area M8-M10 near the Rapasene winery,,,
JS-20120516-1089-M11,,M715,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,Santa Clara County,,,Gilroy,pinned on map,36.964713,-121.550925,,6,,,,M8-M11 same area,used same pin for M10 and M11,,
JS-20120516-1091-M12,,M716,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,Santa Clara County,,,Gilroy,pinned on map,36.971186,-121.552858,,3,,,,Garlic Walls near Route 101,,,
JS-20120516-1098-M13,,M717,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,Santa Clara County,,,Gilroy,pinned on map,37.00169,-121.558924,,2,,,,parking lot of the south valley shopping plaza,,,
JS-20120516-1100-M14,,M718,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,Santa Clara County,,,Gilroy,pinned on map,37.00169,-121.558924,,5,,,,"same spot as M13, Gilroy DMV office & shopping center",,,
JS-20120516-1101-M15,,M719,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,Santa Clara County,,,Gilroy,Gilroy Fire Department 7070 Chestnut St,37.002913,-121.560919,,6,,,,shopping center,Address retrieved from Jackie's notebook and pin,,
JS-20120516-1103-M16,,M720,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,Santa Clara County,,,Gilroy,100 E 6th St,37.007139,-121.566979,,22,,,,by Railroad St,,,
JS-20120516-1104-M16,JS-20120516-1103-M16,M720,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,16,May,2012,,,United States of America,California,Santa Clara County,,,Gilroy,100 E 6th St,37.007139,-121.566979,,6,,,,by Railroad St,,,
JS-20120517-1006-M1,,M721,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,720 Charter St,37.481964,-122.213989,,3,,,,near Spring St,,,
JS-20120517-1006-M2,,M722,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,720 Charter St,37.481964,-122.213989,,5,,,,"near Spring St, pick between M1 & M2",,,
JS-20120517-1007-M3,,M723,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,1180 Hilton St,37.482267,-122.216714,,1,,,,near Laural St and Hoover Park,specific address not found,,
JS-20120517-1008-M4,,M724,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,732 Charter St,37.482326,-122.213739,,6,,,,near Spring St,,,
JS-20120517-1009-M5,,M725,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,744 Charter St,37.48269,-122.213487,,20,,,,"near Spring St, pick between M4 & M5, pick M5",,,
JS-20120517-1010-M6,,M726,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,502 Bay Rd,37.48587,-122.220728,,1,,,,near Beech St,,,
JS-20120517-1012-M7,,M727,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,543 Bay Rd,37.486323,-122.220008,,9,,,,near Beech St,,,
JS-20120517-1013-M8,,M728,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,543 Bay Rd,37.486323,-122.220008,,7,,,,"near Beech St, use M8",,,
JS-20120517-1016-M9,,M729,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,141 Oak Ave,37.476051,-122.224859,,1,,,,near Woodrow St,,,
JS-20120517-1017-M10,,M730,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,1234 Clinton St,37.475357,-122.225767,,14,,,,near Oak Ave,,,
JS-20120517-1018-M11,,M731,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,1116 Woodrow St,37.477357,-122.227024,,6,,,,"near Oak Ave, M9-M11 same area, use M11",,,
JS-20120517-1021-M12,,M732,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,224 Poplar Ave,37.474722,-122.223942,,1,,,,,,,
JS-20120517-1022-M13,,M733,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,238 Poplar Ave,37.474528,-122.224186,,8,,,,"near Addison Ave, M12-M13 same area, pick M13, near the Union Center",,,
JS-20120517-1025-M14,,M734,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,224 Poplar Ave,37.474722,-122.223942,,4,,,,same area as M12-M13,,,
JS-20120517-1028-M15,,M735,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,823 Vera Ave,37.474909,-122.234214,,3,,,,near Iris St,,,
JS-20120517-1028-M16,,M736,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,919 Iris St,37.474704,-122.234093,,7,,,,near Vera Ave,,,
JS-20120517-1029-M16,JS-20120517-1028-M16,M736,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,919 Iris St,37.474704,-122.234093,,9,,,,near Vera Ave,,,
JS-20120517-1030-M17,,M737,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,823 Vera Ave,37.474909,-122.234214,,25,,,,use M17 over M15-M16,,,
JS-20120517-1031-M18,,M738,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,1432 Roosevelt Ave,37.47025,-122.237237,,3,,,,off Oliver St,,,
JS-20120517-1032-M19,,M739,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,1170 Oliver St,37.469022,-122.235898,,27,,,,"off Roosevelt Ave, use M19 instead of M18",,,
JS-20120517-1036-M20,,M740,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,1220 Redwood Ave,37.468983,-122.232692,,10,,,,off Hawes St,,,
JS-20120517-1038-M21,,M741,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,1030 Redwood Ave,37.469889,-122.231459,,2,,,,by Gordon St,,,
JS-20120517-1039-M22,,M742,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,Redwood Ave & Norman St,37.471137,-122.229406,,10,,,,,,,
JS-20120517-1042-M23,,M743,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,1460 Oak Ave,37.46869,-122.235151,,1,,,,"near Sierra St, bird feeder nearby",,,
JS-20120517-1044-M24,,M744,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,1674 Valota Rd,37.461978,-122.229902,,7,,,,"off Rosemary Ln, paired with female",,,
JS-20120517-1045-M25,,M745,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,1306 Valota Rd,37.466388,-122.235309,,10,,,,"off Redwood Ln, not the greatest quality due to traffic",,,
JS-20120517-1047-M26,,M746,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,1306 Valota Rd,37.466388,-122.235309,,14,,,,off Redwood Ln,,,
JS-20120517-1048-M26,JS-20120517-1047-M26,M746,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,1306 Valota Rd,37.466388,-122.235309,,6,,,,off Redwood Ln,,,
JS-20120517-1049-M26,JS-20120517-1047-M26,M746,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,1306 Valota Rd,37.466388,-122.235309,,1,,,,off Redwood Ln,,,
JS-20120517-1050-M27,,M747,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,pinned on map,37.470918,-122.238833,,5,,,,"couldn't focus on the songs, questionable quality",recording turned out well,,
JS-20120517-1051-M27,JS-20120517-1050-M27,M747,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,pinned on map,37.470918,-122.238833,,3,,,,Red Morton Community Park,,,
JS-20120517-1054-M28,,M748,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,pinned on map,37.470661,-122.238912,,2,,,,Red Morton Community Park,,,
JS-20120517-1055-M29,,M749,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,pinned on map,37.470222,-122.239377,,18,,,,Red Morton Community Park,,,
JS-20120517-1056-M29,JS-20120517-1055-M29,M749,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,pinned on map,37.470222,-122.239377,,24,,,,Red Morton Community Park,,,
JS-20120517-1057-M29,JS-20120517-1055-M29,M749,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,pinned on map,37.470222,-122.239377,,6,,,,"recorded in same park as previous males, use M29",Park name retrieved from Jackie's notebook,,
JS-20120517-1058-M30,,M750,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,1908 Roosevelt Ave,37.46784,-122.240214,,6,,,,near Ruby St and Taft St,,,
JS-20120517-1059-M31,,M751,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,2136 Vera Ave,37.467608,-122.244243,,19,,,,by Upton St,,,
JS-20120517-1060-M31,JS-20120517-1059-M31,M751,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,2136 Vera Ave,37.467608,-122.244243,,4,,,,"by Upton St, next to Roosevelt Elementary School",,,
JS-20120517-1061-M32,,M752,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,600 Warrington Ave,37.478813,-122.207822,,10,,,,and Halsey Ave,,,
JS-20120517-1064-M33,,M753,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,644 Warrington Ave,37.479474,-122.207364,,6,,,,"by Fair Oaks Ave, M32 & M33 closeby, use M33",3 perfectly good songs discarded by Jackie (1063),,
JS-20120517-1065-M34,,M754,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,816 Warrington Ave,37.482346,-122.205298,,16,,,,between Spring St & Bay Rd,,,
JS-20120517-1066-M34,JS-20120517-1065-M34,M754,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Northern California's Bay Area,,,Redwood City,816 Warrington Ave,37.482346,-122.205298,,11,,,,between Spring St & Bay Rd,,,
JS-20120517-1068-M1,,M755,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Santa Clara County,,,Santa Clara,3493 Bennett Ave,37.324966,-121.992259,,4,,,,off of Claremont Ave,,,
JS-20120517-1070-M2,,M756,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Santa Clara County,,,Santa Clara,204 Rodonovan Dr,37.327582,-121.990905,,9,,,,"near Mauricia Ave, near Mundinger's original location",,,
JS-20120517-1072-M3,,M757,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Santa Clara County,,,Santa Clara,156 Claremont Ave,37.326146,-121.991871,,2,,,,near Elmhurst Ave,,,
JS-20120517-1074-M4,,M758,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Santa Clara County,,,Santa Clara,3520 Bennett Ave,37.32453,-121.993203,,1,,,,,,,
JS-20120517-1076-M6,,M759,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Santa Clara County,,,Santa Clara,3562 Gibson Ave,37.325251,-121.993989,,1,,,,off of Elmhurst Ave,skipped M5,,
JS-20120517-1078-M7,,M760,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Santa Clara County,,,Santa Clara,3562 Gibson Ave,37.325251,-121.993989,,1,,,,off of Elmhurst Ave,,,
JS-20120517-1080-M8,,M761,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Santa Clara County,,,Santa Clara,1255 Lexington St,37.346942,-121.946647,,12,,,,off of Jackson St,,,
JS-20120517-1083-M9,,M762,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Santa Clara County,,,Santa Clara,pinned on map,37.348356,-121.940951,,32,,,,"near St. Joseph's Hall, Santa Clara Admission Grounds",,,
JS-20120517-1085-M10,,M763,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Santa Clara County,,,Santa Clara,1160 Freemont St,37.350719,-121.947343,,2,,,,near Main St,,,
JS-20120517-1086-M11,,M764,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Santa Clara County,,,Santa Clara,1242 Washington St,37.351894,-121.946103,,2,,,,by Fremont St,,,
JS-20120517-1087-M12,,M765,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Santa Clara County,,,Santa Clara,1731 Main St,37.356219,-121.949266,,1,,,,,,,
JS-20120517-1088-M13,,M766,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Santa Clara County,,,Santa Clara,997 Warburton Ave,37.357408,-121.948645,,1,,,,off of Washington Ave,weak recording,,
JS-20120517-1092-M14,,M767,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Santa Clara County,,,Santa Clara,2075 Warburton Ave,37.355968,-121.960982,,3,,,,near Long St,,,
JS-20120517-1094-M15,,M768,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Santa Clara County,,,Santa Clara,pinned on map,37.350537,-121.941135,,2,,,,"25m away from M17, not sure if it was a male, recorded on Santa Clara Campus","no pin found, used same longitude/latitude as M17/M18",,
JS-20120517-1097-M16,,M769,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Santa Clara County,,,Santa Clara,pinned on map,37.350527,-121.941448,,6,,,,,,,
JS-20120517-1099-M17,,M770,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Santa Clara County,,,Santa Clara,pinned on map,37.350537,-121.941135,,5,,,,"use M17, Santa Clara University Campus Grounds",Track 1101 discarded because Jackie wasn't certain about which bird was singing,,
JS-20120517-1103-M18,,M771,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,17,May,2012,,,United States of America,California,Santa Clara County,,,Santa Clara,pinned on map,37.350537,-121.941135,,19,,,,,,,
